En_tot Ep Ec 
14.333203 11.806570 2.526633 
14.155835 6.399826 7.756009 
14.106551 5.962775 8.143776 
14.333015 7.009944 7.323070 
14.292385 5.443971 8.848414 
14.242303 2.692838 11.549465 
14.107609 4.333008 9.774602 
14.335449 6.145656 8.189793 
14.274164 9.273303 5.000861 
14.254135 6.746693 7.507443 
14.343268 9.834825 4.508443 
14.217106 5.533852 8.683254 
14.308439 8.967056 5.341383 
14.162489 5.540705 8.621783 
14.168067 4.946230 9.221838 
14.341736 10.016488 4.325249 
14.233534 6.638439 7.595094 
14.396569 8.745445 5.651124 
14.213985 3.042379 11.171606 
14.348941 7.893199 6.455741 
14.269588 6.318414 7.951175 
13.995889 4.348687 9.647203 
14.296232 4.935066 9.361166 
14.310089 10.429939 3.880149 
14.265140 4.465162 9.799977 
14.031509 7.806081 6.225429 
14.332408 6.445855 7.886553 
14.432557 10.009175 4.423382 
14.216744 6.008602 8.208142 
14.285287 7.694711 6.590576 
14.353395 10.134937 4.218458 
14.315854 8.723806 5.592048 
14.128351 6.692457 7.435894 
14.196995 3.987036 10.209958 
14.311004 5.921500 8.389504 
14.344370 5.563123 8.781247 
14.217645 5.555630 8.662015 
14.224838 5.507558 8.717280 
14.199129 4.990875 9.208255 
14.241716 5.038911 9.202805 
14.190590 4.925633 9.264956 
14.091283 3.240542 10.850741 
14.227929 7.310796 6.917133 
14.094393 4.740224 9.354168 
14.340462 10.106810 4.233652 
14.490067 12.140343 2.349724 
14.556828 11.442227 3.114601 
14.211963 6.224934 7.987030 
13.986717 4.739277 9.247440 
14.232154 6.482991 7.749163 
14.351691 7.728257 6.623434 
14.246169 3.827457 10.418712 
14.244543 8.167837 6.076706 
14.239669 2.559681 11.679988 
14.040061 4.141158 9.898903 
14.220089 3.899635 10.320454 
14.202356 5.675923 8.526433 
14.223235 6.499157 7.724078 
14.175168 8.884813 5.290355 
14.193293 3.916251 10.277042 
14.285913 8.241416 6.044497 
14.193671 5.240402 8.953269 
14.352182 8.756046 5.596136 
14.392716 9.736275 4.656441 
14.340949 7.207599 7.133350 
14.260090 10.144787 4.115302 
14.287896 3.012561 11.275335 
14.092898 8.498809 5.594090 
14.187871 1.977409 12.210462 
14.135375 7.062674 7.072701 
14.294721 4.309081 9.985640 
14.204529 6.440698 7.763831 
14.398748 7.802884 6.595864 
14.325877 8.958286 5.367590 
14.134278 1.897062 12.237217 
14.248899 9.659901 4.588997 
14.300196 7.230511 7.069685 
14.198028 9.245331 4.952697 
14.320297 8.602118 5.718179 
14.228854 7.286520 6.942333 
14.270492 8.884793 5.385699 
14.177851 3.288546 10.889306 
14.216503 7.877743 6.338760 
14.249399 2.963720 11.285678 
14.004340 3.358074 10.646265 
14.085341 4.609554 9.475787 
14.198151 2.368299 11.829852 
14.299430 5.708226 8.591204 
14.059919 3.608114 10.451804 
14.190430 4.031653 10.158777 
14.157654 7.475553 6.682101 
14.178299 5.402834 8.775465 
14.352336 9.565002 4.787334 
14.115176 7.144721 6.970455 
14.364591 10.097478 4.267113 
14.197926 6.277643 7.920283 
14.414433 10.230227 4.184206 
14.276415 8.466727 5.809689 
14.187623 7.730693 6.456930 
14.225278 4.659512 9.565767 
14.177109 6.830923 7.346186 
14.220468 2.456239 11.764229 
14.103067 4.079973 10.023094 
14.312307 5.843020 8.469288 
14.160222 6.076206 8.084016 
14.186981 4.025607 10.161374 
14.262297 7.593627 6.668671 
14.114932 1.681000 12.433932 
14.379388 8.053895 6.325494 
14.208557 6.262295 7.946262 
14.113593 5.797487 8.316106 
14.173982 7.920363 6.253619 
14.165269 5.314826 8.850443 
14.294116 9.582805 4.711311 
14.399791 7.199965 7.199826 
14.380904 10.238548 4.142356 
14.193550 2.379146 11.814404 
14.003561 6.311144 7.692417 
14.407912 7.011658 7.396253 
14.161464 8.337498 5.823966 
14.265764 4.992412 9.273352 
14.187140 7.772317 6.414823 
14.244356 3.100842 11.143514 
14.493874 9.202354 5.291520 
14.214038 4.036634 10.177404 
14.362188 9.567239 4.794949 
14.223609 8.146014 6.077595 
14.195771 7.965424 6.230347 
14.400382 9.846082 4.554300 
